order_id,order_date,customer_id,product_id,channel,ab_group,purchased,quantity,discount,revenue_yen,returned,rating
O0000173,2025-08-16,C000268,,web,B,0,0,0.0,0,0,
O0000174,2025-01-11,C002667,,app,A,0,0,0.0,0,0,
O0000175,2025-01-26,C002808,,web,B,0,0,0.0,0,0,
O0000176,2025-12-21,C002775,,app,B,0,0,0.0,0,0,
O0000177,2025-10-08,C002155,,app,A,0,0,0.0,0,0,
O0000178,2025-12-24,C000692,,app,B,0,0,0.0,0,0,
O0000179,2025-11-12,C002277,,app,B,0,0,0.0,0,0,
O0000180,2025-12-19,C002277,,store,B,0,0,0.0,0,0,
O0000181,2025-07-27,C000710,,app,B,0,0,0.0,0,0,
O0000182,2025-11-10,C002508,,app,B,0,0,0.0,0,0,
O0000183,2025-04-02,C002991,,web,B,0,0,0.0,0,0,
O0000184,2025-05-10,C001133,P000660,store,A,1,6,0.0781,4208,0,
O0000185,2025-08-07,C001765,,app,A,0,0,0.0,0,0,
O0000186,2025-11-20,C002615,,web,B,0,0,0.0,0,0,
O0000187,2025-02-27,C000788,,web,A,0,0,0.0,0,0,
O0000188,2025-04-01,C002966,,app,A,0,0,0.0,0,0,
O0000189,2025-05-08,C000910,,web,B,0,0,0.0,0,0,
O0000190,2025-05-05,C002904,,app,B,0,0,0.0,0,0,
O0000191,2025-09-05,C000702,,web,A,0,0,0.0,0,0,
O0000192,2025-12-29,C002226,,app,A,0,0,0.0,0,0,
O0000193,2025-07-14,C001576,P000103,web,B,1,3,0.2007,10090,0,4.69
O0000194,2025-03-28,C001115,,app,A,0,0,0.0,0,0,
O0000195,2025-02-14,C001318,,store,A,0,0,0.0,0,0,
O0000196,2025-04-22,C000682,P000713,web,A,1,3,0.1544,6048,0,3.55
O0000197,2025-01-11,C002017,,web,A,0,0,0.0,0,0,
O0000198,2025-10-09,C002979,,web,B,0,0,0.0,0,0,
O0000199,2025-02-08,C001758,,web,B,0,0,0.0,0,0,
O0000200,2025-10-19,C000829,,app,B,0,0,0.0,0,0,
O0000201,2025-07-06,C002010,P000426,web,A,1,2,0.1161,9856,0,4.31
O0000202,2025-05-06,C001316,,web,B,0,0,0.0,0,0,
O0000203,2025-08-29,C002764,P000550,app,B,1,5,0.1036,5277,1,2.66
O0000204,2025-10-27,C000793,,store,A,0,0,0.0,0,0,
O0000205,2025-07-15,C001555,P000335,web,A,1,2,0.0778,11962,0,
O0000206,2025-07-18,C001489,,store,A,0,0,0.0,0,0,
O0000207,2025-01-11,C002658,,store,B,0,0,0.0,0,0,
O0000208,2025-08-24,C000332,,app,B,0,0,0.0,0,0,
O0000209,2025-12-17,C001854,,app,B,0,0,0.0,0,0,
O0000210,2025-11-17,C002428,,app,B,0,0,0.0,0,0,
O0000211,2025-05-07,C001085,,web,B,0,0,0.0,0,0,
O0000212,2025-06-04,C001516,,store,B,0,0,0.0,0,0,
O0000213,2025-11-18,C000884,,store,B,0,0,0.0,0,0,
O0000214,2025-02-19,C001259,,web,B,0,0,0.0,0,0,
O0000215,2025-02-21,C002851,,web,A,0,0,0.0,0,0,
O0000216,2025-11-11,C001090,,web,A,0,0,0.0,0,0,
O0000217,2025-03-17,C000606,,app,B,0,0,0.0,0,0,
O0000218,2025-07-29,C001740,,store,A,0,0,0.0,0,0,
O0000219,2025-08-26,C001410,P000767,web,B,1,3,0.1231,20799,0,3.4
O0000220,2025-12-11,C002340,,app,B,0,0,0.0,0,0,
O0000221,2025-12-01,C000110,,store,B,0,0,0.0,0,0,
O0000222,2025-08-08,C002708,,web,A,0,0,0.0,0,0,
O0000223,2025-12-02,C002106,,app,A,0,0,0.0,0,0,
O0000224,2025-02-06,C002525,,app,B,0,0,0.0,0,0,
O0000225,2025-06-07,C001223,,web,B,0,0,0.0,0,0,
O0000226,2025-04-24,C001337,P000351,app,B,1,3,0.0852,3153,0,3.93
O0000227,2025-12-10,C001004,,web,B,0,0,0.0,0,0,
O0000228,2025-10-15,C002502,P000249,app,A,1,2,0.2567,19780,0,3.7
O0000229,2025-05-08,C000214,,web,B,0,0,0.0,0,0,
O0000230,2025-04-17,C001586,,store,B,0,0,0.0,0,0,
O0000231,2025-10-24,C000780,,app,A,0,0,0.0,0,0,
O0000232,2025-10-31,C001915,,store,B,0,0,0.0,0,0,
O0000233,2025-07-18,C002892,,app,A,0,0,0.0,0,0,
O0000234,2025-12-02,C002024,,app,A,0,0,0.0,0,0,
O0000235,2025-05-27,C000133,,web,A,0,0,0.0,0,0,
O0000236,2025-06-11,C001200,,app,A,0,0,0.0,0,0,
O0000237,2025-08-08,C000094,,app,B,0,0,0.0,0,0,
O0000238,2025-10-26,C001459,,app,B,0,0,0.0,0,0,
O0000239,2025-06-22,C000522,,app,A,0,0,0.0,0,0,
O0000240,2025-03-30,C002078,,web,B,0,0,0.0,0,0,
O0000241,2025-12-09,C001601,,web,B,0,0,0.0,0,0,
O0000242,2025-06-03,C000924,P000475,web,B,1,2,0.12,7283,0,4.78
O0000243,2025-12-23,C002573,,web,B,0,0,0.0,0,0,
O0000244,2025-10-04,C002241,,app,B,0,0,0.0,0,0,
O0000245,2025-01-06,C001882,,app,B,0,0,0.0,0,0,
O0000246,2025-03-07,C001063,,app,B,0,0,0.0,0,0,
O0000247,2025-01-13,C000817,,web,A,0,0,0.0,0,0,
O0000248,2025-05-03,C001757,,app,A,0,0,0.0,0,0,
O0000249,2025-05-23,C002371,,web,A,0,0,0.0,0,0,
O0000250,2025-04-26,C002513,,web,B,0,0,0.0,0,0,
O0000251,2025-06-13,C002333,P000056,store,A,1,2,0.1156,5239,0,5.0
O0000252,2025-12-15,C000070,,app,A,0,0,0.0,0,0,
O0000253,2025-04-08,C002955,,web,A,0,0,0.0,0,0,
O0000254,2025-06-30,C000722,,web,A,0,0,0.0,0,0,
O0000255,2025-09-26,C000031,,web,A,0,0,0.0,0,0,
O0000256,2025-04-26,C001684,,app,B,0,0,0.0,0,0,
O0000257,2025-10-20,C001366,,web,B,0,0,0.0,0,0,
O0000258,2025-04-26,C000319,,app,B,0,0,0.0,0,0,
O0000259,2025-10-12,C000644,P000149,web,A,1,1,0.044,3849,0,4.89
O0000260,2025-05-19,C000617,,app,B,0,0,0.0,0,0,
O0000261,2025-03-02,C001320,,app,A,0,0,0.0,0,0,
O0000262,2025-04-14,C002248,,store,A,0,0,0.0,0,0,
O0000263,2025-06-20,C002047,,web,A,0,0,0.0,0,0,
O0000264,2025-04-20,C000078,P000461,web,A,1,2,0.1219,8269,0,4.77
O0000265,2025-01-13,C000522,,web,A,0,0,0.0,0,0,
O0000266,2025-06-05,C001831,,web,A,0,0,0.0,0,0,
O0000267,2025-04-29,C002409,,web,A,0,0,0.0,0,0,
O0000268,2025-09-09,C000103,,web,B,0,0,0.0,0,0,
O0000269,2025-11-01,C001008,,store,B,0,0,0.0,0,0,
O0000270,2025-03-29,C000348,,store,B,0,0,0.0,0,0,
O0000271,2025-11-10,C001457,,app,B,0,0,0.0,0,0,
O0000272,2025-07-31,C001172,,web,B,0,0,0.0,0,0,
O0000273,2025-06-02,C000522,,app,B,0,0,0.0,0,0,
O0000274,2025-09-29,C002895,,app,B,0,0,0.0,0,0,
O0000275,2025-03-07,C002288,P000440,app,A,1,2,0.1284,25699,0,3.26
O0000276,2025-03-13,C001638,,web,B,0,0,0.0,0,0,
O0000277,2025-05-19,C002297,P000604,store,A,1,5,0.1484,10045,0,
O0000278,2025-09-17,C000937,,web,A,0,0,0.0,0,0,
O0000279,2025-08-11,C002806,,web,B,0,0,0.0,0,0,
O0000280,2025-08-17,C001234,P000617,web,B,1,3,0.1783,1554,0,5.0
O0000281,2025-04-26,C001159,,web,B,0,0,0.0,0,0,
O0000282,2025-04-24,C001707,,store,A,0,0,0.0,0,0,
O0000283,2025-01-08,C001735,,app,A,0,0,0.0,0,0,
O0000284,2025-08-05,C001859,,store,B,0,0,0.0,0,0,
O0000285,2025-05-21,C002498,,store,B,0,0,0.0,0,0,
O0000286,2025-12-30,C000804,P000471,app,A,1,2,0.1063,16264,0,3.25
O0000287,2025-08-18,C002122,,store,A,0,0,0.0,0,0,
O0000288,2025-07-07,C000592,,store,B,0,0,0.0,0,0,
O0000289,2025-10-14,C000721,,web,B,0,0,0.0,0,0,
O0000290,2025-10-29,C001486,,web,B,0,0,0.0,0,0,
O0000291,2025-03-09,C001574,,web,A,0,0,0.0,0,0,
O0000292,2025-09-13,C001935,,app,A,0,0,0.0,0,0,
O0000293,2025-01-10,C000418,P000554,app,A,1,2,0.0915,2833,1,2.99
O0000294,2025-10-08,C002450,,web,A,0,0,0.0,0,0,
O0000295,2025-02-15,C001672,P000750,store,A,1,1,0.1121,27926,0,4.45
O0000296,2025-02-02,C001779,P000008,app,A,1,2,0.113,12097,0,4.03
O0000297,2025-05-25,C002242,P000633,web,A,1,4,0.0926,7122,0,4.75
O0000298,2025-11-27,C002078,,app,A,0,0,0.0,0,0,
O0000299,2025-04-07,C001287,,store,A,0,0,0.0,0,0,
O0000300,2025-03-03,C001452,P000424,web,B,1,3,0.2365,11297,1,2.85
O0000301,2025-04-16,C000699,,web,B,0,0,0.0,0,0,
O0000302,2025-04-24,C001701,P000574,app,A,1,2,0.1437,2315,0,5.0
O0000303,2025-03-01,C000609,,app,A,0,0,0.0,0,0,
O0000304,2025-09-07,C001907,,web,A,0,0,0.0,0,0,
O0000305,2025-03-24,C001254,,store,B,0,0,0.0,0,0,
O0000306,2025-05-02,C000709,,web,A,0,0,0.0,0,0,
O0000307,2025-07-28,C001428,,web,A,0,0,0.0,0,0,
O0000308,2025-06-14,C002803,,store,A,0,0,0.0,0,0,
O0000309,2025-03-30,C001687,,app,B,0,0,0.0,0,0,
O0000310,2025-05-23,C001037,,app,A,0,0,0.0,0,0,
O0000311,2025-12-07,C001351,,web,A,0,0,0.0,0,0,
O0000312,2025-11-26,C001815,,web,B,0,0,0.0,0,0,
O0000313,2025-05-06,C000461,P000726,web,B,1,1,0.1395,11982,0,3.95
O0000314,2025-04-27,C001683,,store,B,0,0,0.0,0,0,
O0000315,2025-02-26,C000101,,web,A,0,0,0.0,0,0,
O0000316,2025-03-06,C002561,,web,B,0,0,0.0,0,0,
O0000317,2025-08-07,C001829,,app,A,0,0,0.0,0,0,
O0000318,2025-02-19,C000341,,store,A,0,0,0.0,0,0,
O0000319,2025-10-28,C001398,P000211,app,A,1,2,0.0568,3666,0,3.59
O0000320,2025-01-30,C002653,,web,A,0,0,0.0,0,0,
O0000321,2025-03-22,C002895,,web,B,0,0,0.0,0,0,
O0000322,2025-11-30,C000412,,store,A,0,0,0.0,0,0,
O0000323,2025-10-30,C000812,,app,B,0,0,0.0,0,0,
O0000324,2025-09-28,C000434,,store,A,0,0,0.0,0,0,
O0000325,2025-11-16,C001107,,app,B,0,0,0.0,0,0,
O0000326,2025-08-10,C002587,P000705,app,A,1,1,0.1102,5919,0,
O0000327,2025-08-27,C002120,,store,B,0,0,0.0,0,0,
O0000328,2025-10-10,C000772,,web,B,0,0,0.0,0,0,
O0000329,2025-07-26,C000976,,web,B,0,0,0.0,0,0,
O0000330,2025-08-04,C001836,,web,A,0,0,0.0,0,0,
O0000331,2025-07-05,C001791,,app,B,0,0,0.0,0,0,
O0000332,2025-11-19,C001391,,web,B,0,0,0.0,0,0,
O0000333,2025-08-18,C001264,,web,A,0,0,0.0,0,0,
O0000334,2025-04-05,C002803,,app,A,0,0,0.0,0,0,
O0000335,2025-07-10,C001511,,app,B,0,0,0.0,0,0,
O0000336,2025-08-20,C002347,,web,B,0,0,0.0,0,0,
O0000337,2025-04-13,C002880,,store,B,0,0,0.0,0,0,
O0000338,2025-10-25,C001005,,web,B,0,0,0.0,0,0,
O0000339,2025-01-31,C002337,,app,A,0,0,0.0,0,0,
O0000340,2025-01-18,C002441,,app,A,0,0,0.0,0,0,
O0000341,2025-07-20,C000658,,app,A,0,0,0.0,0,0,
O0000342,2025-02-25,C000678,,app,B,0,0,0.0,0,0,
O0000343,2025-06-01,C000485,,app,B,0,0,0.0,0,0,
O0000344,2025-10-21,C001847,,app,A,0,0,0.0,0,0,
O0000345,2025-10-05,C002285,,store,B,0,0,0.0,0,0,
O0000346,2025-01-11,C002255,,store,B,0,0,0.0,0,0,
O0000347,2025-10-12,C001163,,store,B,0,0,0.0,0,0,
O0000348,2025-10-24,C002110,,app,B,0,0,0.0,0,0,
O0000349,2025-05-14,C000090,,app,B,0,0,0.0,0,0,
O0000350,2025-08-01,C001971,P000516,web,B,1,4,0.1385,3907,0,4.64
O0000351,2025-01-11,C001423,P000593,app,B,1,2,0.1366,108590,0,4.09
O0000352,2025-08-02,C002490,,web,B,0,0,0.0,0,0,
O0000353,2025-01-26,C002904,,web,B,0,0,0.0,0,0,
O0000354,2025-07-25,C001669,,store,B,0,0,0.0,0,0,
O0000355,2025-03-09,C001866,,app,A,0,0,0.0,0,0,
O0000356,2025-10-11,C002786,P000421,web,B,1,2,0.2396,12577,0,4.37
O0000357,2025-03-28,C001031,P000633,app,A,1,2,0.1076,4611,0,4.57
O0000358,2025-09-11,C000435,,web,B,0,0,0.0,0,0,
O0000359,2025-06-04,C001520,,store,B,0,0,0.0,0,0,
O0000360,2025-03-30,C001068,,web,B,0,0,0.0,0,0,
O0000361,2025-01-05,C001905,,app,A,0,0,0.0,0,0,
O0000362,2025-10-12,C002349,,app,A,0,0,0.0,0,0,
O0000363,2025-09-16,C001513,,app,B,0,0,0.0,0,0,
O0000364,2025-09-11,C000925,,web,A,0,0,0.0,0,0,
O0000365,2025-01-04,C001695,,app,A,0,0,0.0,0,0,
O0000366,2025-11-07,C001329,,app,A,0,0,0.0,0,0,
O0000367,2025-08-25,C000557,P000767,web,A,1,3,0.1306,16312,0,4.43
O0000368,2025-11-02,C002319,,web,A,0,0,0.0,0,0,
O0000369,2025-09-14,C000997,P000457,app,A,1,2,0.0921,1770,0,3.3
O0000370,2025-05-01,C001616,,web,B,0,0,0.0,0,0,
O0000371,2025-06-27,C002726,,web,A,0,0,0.0,0,0,
O0000372,2025-07-24,C000563,P000387,app,B,1,3,0.0824,3583,0,4.76
O0000373,2025-01-17,C001282,P000469,app,A,1,2,0.1168,39123,0,4.18
O0000374,2025-10-03,C000525,,store,A,0,0,0.0,0,0,
O0000375,2025-06-23,C001311,P000570,store,B,1,2,0.1938,928,0,4.5
O0000376,2025-05-12,C000904,,app,B,0,0,0.0,0,0,
O0000377,2025-06-25,C002747,,web,A,0,0,0.0,0,0,
O0000378,2025-12-25,C000910,P000388,web,B,1,2,0.1045,13878,0,
O0000379,2025-05-29,C001843,,web,B,0,0,0.0,0,0,
O0000380,2025-08-11,C000411,P000326,app,B,1,3,0.1492,25182,0,4.01
O0000381,2025-05-02,C001369,,app,B,0,0,0.0,0,0,
O0000382,2025-11-16,C002504,,store,B,0,0,0.0,0,0,
O0000383,2025-10-12,C002017,,app,A,0,0,0.0,0,0,
O0000384,2025-08-24,C000848,,web,B,0,0,0.0,0,0,
O0000385,2025-12-11,C002916,,app,B,0,0,0.0,0,0,
O0000386,2025-01-23,C002407,,web,A,0,0,0.0,0,0,
O0000387,2025-03-17,C001208,P000794,web,B,1,1,0.114,1117,0,4.26
O0000388,2025-10-04,C002921,,web,B,0,0,0.0,0,0,
O0000389,2025-01-06,C000563,,web,A,0,0,0.0,0,0,
O0000390,2025-03-28,C000996,P000304,web,A,1,3,0.1331,1729,0,4.55
O0000391,2025-01-24,C002792,,app,B,0,0,0.0,0,0,
O0000392,2025-10-12,C002911,,store,A,0,0,0.0,0,0,
O0000393,2025-02-02,C002470,,store,A,0,0,0.0,0,0,
O0000394,2025-03-31,C000574,,web,B,0,0,0.0,0,0,
